Date,Year,Stock,open,high,low,close,Return,Inflation_%,GDP_Growth_%,NIFTY_Return_%,NIFTY_Volatility_%,USD_INR,Company,SECTOR,PE_Ratio,Revenue_Growth_%,EBITDA_Margin_%,Debt_Equity_Ratio,ROCE_%
2016-01-22,2016,GAIL.NS,44.08435457,47.36020768,43.48759185,46.5920372,0.07768002675,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,GAIL,ENERGY,10.73,-4.5,8.65,25.37,15.14
2016-01-25,2016,GAIL.NS,46.87772221,47.2205429,44.91601595,45.29058456,-0.02793294123,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,GAIL,ENERGY,10.73,-4.5,8.65,25.37,15.14
2016-01-27,2016,GAIL.NS,45.29058954,46.05241569,44.49701547,45.49374008,0.004485601578,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,GAIL,ENERGY,10.73,-4.5,8.65,25.37,15.14
2016-01-28,2016,GAIL.NS,45.72863322,46.4841097,44.47161712,45.83655548,0.007535441108,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,GAIL,ENERGY,10.73,-4.5,8.65,25.37,15.14
2016-01-29,2016,GAIL.NS,46.0905006,47.29672528,45.96987917,46.80154037,0.02105273583,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,GAIL,ENERGY,10.73,-4.5,8.65,25.37,15.14
2016-02-01,2016,GAIL.NS,46.72535127,47.38560464,45.41120445,46.74440002,-0.001220907472,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,GAIL,ENERGY,10.73,-4.5,8.65,25.37,15.14
2016-02-02,2016,GAIL.NS,46.34444197,46.78884053,45.70958688,45.92544174,-0.01751992286,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,GAIL,ENERGY,10.73,-4.5,8.65,25.37,15.14
2016-02-03,2016,GAIL.NS,45.13821748,46.09050011,44.32560503,45.72228622,-0.004423594197,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,GAIL,ENERGY,10.73,-4.5,8.65,25.37,15.14
2016-02-04,2016,GAIL.NS,45.98892534,46.77614458,44.05896182,45.07472992,-0.01416281552,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,GAIL,ENERGY,10.73,-4.5,8.65,25.37,15.14
2016-02-05,2016,GAIL.NS,44.95411285,45.07473429,42.97971239,43.49394608,-0.03507028987,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,GAIL,ENERGY,10.73,-4.5,8.65,25.37,15.14
2016-02-08,2016,GAIL.NS,43.13207656,45.16361541,42.687678,43.62091446,0.00291921969,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,GAIL,ENERGY,10.73,-4.5,8.65,25.37,15.14
2016-02-09,2016,GAIL.NS,43.32252952,44.82078584,43.01779858,44.26211548,0.01469939425,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,GAIL,ENERGY,10.73,-4.5,8.65,25.37,15.14
2016-02-10,2016,GAIL.NS,43.93199346,44.33829969,42.87178597,43.93834305,-0.007314888295,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,GAIL,ENERGY,10.73,-4.5,8.65,25.37,15.14
2016-02-11,2016,GAIL.NS,43.91295324,44.53510921,41.49415151,42.167099,-0.0403120356,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,GAIL,ENERGY,10.73,-4.5,8.65,25.37,15.14
2016-02-12,2016,GAIL.NS,42.26867175,42.5162642,39.97684392,41.25925064,-0.02152977985,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,GAIL,ENERGY,10.73,-4.5,8.65,25.37,15.14
2016-02-15,2016,GAIL.NS,41.5703366,42.65593994,41.39892364,42.42739105,0.02831220619,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,GAIL,ENERGY,10.73,-4.5,8.65,25.37,15.14
2016-02-16,2016,GAIL.NS,42.74081582,43.34847454,41.09693959,41.26324463,-0.02743855784,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,GAIL,ENERGY,10.73,-4.5,8.65,25.37,15.14
2016-02-17,2016,GAIL.NS,41.32081195,41.74937072,39.38270002,41.46792984,0.004960473007,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,GAIL,ENERGY,10.73,-4.5,8.65,25.37,15.14
2016-02-18,2016,GAIL.NS,41.80693232,42.2163039,40.8282816,41.37197876,-0.002313862319,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,GAIL,ENERGY,10.73,-4.5,8.65,25.37,15.14
2016-02-19,2016,GAIL.NS,41.19287913,41.82612234,40.17584892,41.68540192,0.007575735223,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,GAIL,ENERGY,10.73,-4.5,8.65,25.37,15.14
