Date,Year,Stock,open,high,low,close,Return,Inflation_%,GDP_Growth_%,NIFTY_Return_%,NIFTY_Volatility_%,USD_INR,Company,NC_Bn,CCG_%,TCV_Bn,AR_Bn,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
2016-03-16,2016,ONGC.NS,81.21444473986818,81.78251969819193,80.27419603572382,80.90103149414062,-0.0007257179221794585,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-03-17,2016,ONGC.NS,81.70414791453808,84.19189637441966,81.68455510762892,83.15370178222656,0.02784476596258334,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-03-18,2016,ONGC.NS,83.74137293586392,84.2310855780808,83.25166029364705,84.07437896728516,0.011071992771527928,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-03-21,2016,ONGC.NS,83.83933044157713,85.21053140625358,83.44755489440006,84.87752532958984,0.009552807551718168,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-03-22,2016,ONGC.NS,84.87753973780983,85.85697428853341,84.23111132027879,84.66206359863281,-0.002538501565878204,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-03-23,2016,ONGC.NS,84.77956768282655,85.30846594470336,83.01659141049257,84.07437896728516,-0.0069415344531851275,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-03-28,2016,ONGC.NS,84.81875855718037,85.68066299499489,83.2124975932795,83.81974029541016,-0.0030287309285279562,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-03-29,2016,ONGC.NS,84.60325564991506,84.62284845682422,82.54645030547836,83.15370178222656,-0.007946081804074301,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-03-30,2016,ONGC.NS,83.44756515517118,85.79820079334502,83.17332851530045,85.36724853515625,0.02661994241371013,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-03-31,2016,ONGC.NS,84.1135618256253,85.23011892732293,83.11454365765708,83.87850189208984,-0.017439318574890006,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-04-01,2016,ONGC.NS,84.03521415086098,84.21151359631818,81.52787215713013,81.80210876464844,-0.024754771253696184,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-04-04,2016,ONGC.NS,81.66496004320034,81.74332230171105,80.13705292403156,81.21442413330078,-0.00718422349035619,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-04-05,2016,ONGC.NS,80.70513773046139,81.68457203885936,79.94118847489021,80.5092544555664,-0.008682813247274268,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-04-06,2016,ONGC.NS,80.9794079577218,81.48871359460213,79.92162001704453,80.74433898925781,0.002919969080339202,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-04-07,2016,ONGC.NS,81.90005257970482,82.07635202018093,80.97938768717626,81.3907470703125,0.008005614872154565,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-04-08,2016,ONGC.NS,81.4103520342687,82.0567714565545,80.5680403302304,80.76392364501953,-0.007701408917545227,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-04-11,2016,ONGC.NS,81.72376871576195,81.97842151899488,80.39174418621354,81.33199310302734,0.007033703073969555,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-04-12,2016,ONGC.NS,81.42993864752803,83.31044543425347,81.1557019975105,82.80113983154297,0.018063577104947992,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-04-13,2016,ONGC.NS,84.23109030983348,84.38780589639377,83.36919493507875,83.58467102050781,0.009462806799023893,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-04-18,2016,ONGC.NS,82.95783189271346,82.95783189271346,80.74431063781066,81.31238555908203,-0.027185432851297153,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-04-20,2016,ONGC.NS,81.84125733260824,82.5464459054339,81.50825136858059,82.21343994140625,0.011081391550977315,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-04-21,2016,ONGC.NS,83.11454998825022,84.01562210239653,82.95784335395736,83.42796325683594,0.014772807418048428,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-04-22,2016,ONGC.NS,84.58371026928913,85.15177639051272,83.31044625004485,84.66206359863281,0.01479240645007307,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-04-25,2016,ONGC.NS,84.79917843334488,84.79917843334488,82.93825565207369,83.17332458496094,-0.017584487672420934,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-04-26,2016,ONGC.NS,83.1341280670362,84.46616126700938,82.64441538536123,83.95685577392578,0.00942046254462836,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-04-27,2016,ONGC.NS,84.62287476820296,87.6591151620681,84.58369810916334,86.89515686035156,0.034997750443845455,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-04-28,2016,ONGC.NS,87.09103065104357,88.30552488265572,84.3290361388431,84.95587158203125,-0.022317530094766003,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-04-29,2016,ONGC.NS,85.42597858252492,86.48376592484917,84.4661373355697,85.11255645751953,0.0018443089638247034,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-05-02,2016,ONGC.NS,85.40642411084492,86.54256525263108,84.62288189708191,85.30848693847656,0.0023020161667310912,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-05-03,2016,ONGC.NS,85.81777985084042,86.07242363498831,83.44755177773565,84.3486328125,-0.011251566642704547,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-05-04,2016,ONGC.NS,84.15273185323707,84.34862408271624,82.27222563217944,82.5268783569336,-0.02159791326571958,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-05-05,2016,ONGC.NS,83.0361840442304,83.54548949519716,82.27222586778024,82.46810913085938,-0.0007121222472518118,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-05-06,2016,ONGC.NS,82.4877211162435,82.52689777796658,81.13610386938979,81.66499328613281,-0.009738501988110215,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
2016-05-09,2016,ONGC.NS,82.23305103418906,83.25166195865464,81.91962883936841,82.89906311035156,0.015111368709661122,4.948216341,8.256305502,5.063340006,15.09251735,93.17500305,ONGC,9.45,0.8,14.86,43.8,10.85,,,,,,,,
